probe_id,asn,lat,lon
1014049,8899,49.1215,8.1995
1014050,212341,53.5475,9.9995
1014051,3320,51.7075,7.3895
1014057,24940,50.4805,12.3595
1014060,8220,48.7675,9.1805
1014061,8560,48.7475,8.0405
1014064,3209,51.2195,6.7905
1014095,206996,51.2995,9.4915
1014097,57353,51.3005,9.4915
1014159,208814,50.1315,8.5995
1014162,3320,51.8485,8.3005
1014186,8560,51.3005,9.4915
1014187,31898,50.1005,8.6315
1014190,209874,51.2975,9.4915
1014192,42730,51.2985,9.4915
1014193,44486,51.2985,9.4915
1014194,8560,51.2995,9.4915
1014195,24940,49.4495,11.0815
1014203,24940,49.4485,11.0775
1014205,24940,49.4495,11.0775
1014221,48314,51.2975,9.4885
1014252,3320,50.8085,12.8995
1014253,213887,51.2985,9.4895
1014259,21413,51.5715,13.0595
1014266,8881,52.4805,13.3305
1014272,9009,50.1185,8.6805
1014276,21263,48.8005,9.5305
1014277,24940,49.4505,11.0805
1014286,3209,53.5805,9.9715
1014293,34927,50.1185,8.6815
1014314,48314,50.1195,8.6775
1014315,31898,50.0995,8.6275
1014334,24940,49.4495,11.0785
1014374,35042,51.2995,9.4905
1014377,3209,48.7705,9.1805
1014413,24940,50.4785,12.3575
1014425,197540,49.3995,11.1585
1014427,203446,51.3005,9.4885
1014428,14593,52.3915,13.1185
1014434,680,52.3695,13.0185
1014435,8560,51.2995,9.4885
1014441,3320,51.2675,7.1995
1014451,63949,50.1175,8.6795
1014457,202053,50.1205,8.7395
1014462,16276,50.4085,8.0605
1014464,16509,50.1195,8.7405
1014472,210457,50.1085,8.6805
1014474,3320,50.7995,7.2205
1014477,8560,51.3005,9.4905
1014489,8075,50.1015,8.6315
1014507,15943,53.5605,10.0575
